Guid	Path	Original	PL	EN	RU
882d1b90-3bd3-4607-ba65-3cf988cd3b7e			Napisz grę, w której gdy królik spotka zamek to położy pasujący klucz po prawej stronie.	Write a game in which whenever the rabbit meets a lock, it will put a matching key on the right side.	Напишите игру, в которой, когда кролик встречает замок, он ставит соответствующий ключ справа.
cdccd57c-8119-4277-9b38-29e7ca8bce12			W tej lekcji będziemy tworzyć gry polegające na przesadzaniu kaktusów. Gdy królik stanie na kaktusie to powiększy go.	In this lesson we are going to create games which consist in replanting cacti. When the rabbit stands on a cactus, it will enlarge it.	В этом уроке мы создадим игры, основанные на пересадке кактусов. Когда кролик встанет на кактус, он увеличит его.
d737cd02-196a-46a2-8cc6-a0afe831bcee			Stwórz grę w której królik powiększa kaktusy.	Create a game in which the rabbit enlarges cacti.	Создайте игру, в которой кролик увеличивает кактусы.
8b4f352e-8d21-4f4d-9d8b-e35a6c137699			Stwórz grę w której królik podwójnie powiększa kaktusy.	Create a game in which the rabbit enlarges cacti twice.	Создайте игру, в которой кролик удваивает кактусы.
eaa15fd1-ca90-419a-b610-d89fc1702e92			Królik może przesadzać kaktusy w lewo.	The rabbit can replant cacti to the left.	Кролик может пересадить кактусы слева.
3fcef831-abd1-4ba1-b488-a90fc3c9195b			Stwórz grę w której królik przesadza kaktusy w lewo.	Create a game in which the rabbit replants cacti to the left.	Создайте игру, в которой кролик заменяет кактусы слева.
1b5a8789-b453-4a71-91e9-bf3db2064044			Stwórz grę w której królik przesadza kaktusy w prawo.	Create a game in which the rabbit replants cacti to the right.	Создайте игру, где кролик пересаживает кактусы вправо.
d448cea9-a95a-4212-aabd-4343029d5d54			Królik może rozkrzewiać kaktusy na lewo i prawo.	The rabbbit can spread cacti to the left and to the right.	Кролик может распространять кактусы влево и вправо.
25ae1de5-e5c2-48b4-86a4-5ce7fd89fd0f			Stwórz grę w której królik rozkrzewia kaktusy na lewo i prawo.	Create a game in which the rabbit spreads cacti to the left and to the right.	Создайте игру, в которой кролик разносит кактусы влево и вправо.
6004300d-fa37-4004-b861-81f45e22b1e9			Królik posadzi kaktusa tylko w ziemi porośniętej trawą.	The rabbit will plant a cactus only in the ground covered with grass.	Кролик посадит кактус только в травянистых местах.
3bb29d13-9589-473f-bf72-1c1192712dc3			Napisz grę w której królik posadzi kaktusa tylko w ziemi porośniętej trawą.	Write a game in which the rabbit plants a cactus only in the ground which is covered with grass.	Напишите игру, в которой кролик будет сажать кактус только в травянистых местах.
884b3eed-af04-4df4-beb8-2173acb1a9e7			Napisz grę w której królik posadzi kaktusa w ziemi porośniętej trawą tylko gdy pod nią płynie woda.	Write a game in which the rabbit plants a cactus in the ground covered with grass only when there is water flowing underneath.	Напишите игру, в которой кролик будет сажать кактус в травянистом грунте только тогда, когда под ним течет вода.
ed5ab341-9175-4f95-a324-3b1f6c3f7ab5			W tej lekcji tworzyć będziemy grę typu labirynt. Gdy królik stanie na żółtym zamku, narysuje żółtą flagę.	In this lesson we are going to create a maze-type game. When the rabbit stands on a yellow lock, it will draw a yellow flag.	В этом уроке мы создадим игру-лабиринт. Когда кролик встанет на желтый замок, он нарисует желтый флаг.
01e16224-dc0c-43cf-8a1a-5104359b4bb1			Użycie instrukcji "zakończ program natychmiast" w instrukcji warunkowej spowoduje, że jeśli królik wejdzie na pole z żółtym zamkiem gra się zakończy.	Using the "end the program immediately" instruction in the conditional instruction will end the game if the rabbit enters a square with a yellow lock on it.	Использование инструкции «немедленно прекратить программу» в условном выражении приведет к тому, что если кролик выйдет на поле с желтым замком, игра закончится.
18068e2b-5121-44ca-8991-02645ade7fad			Napisz grę w której jeśli królik wejdzie na pole z żółtym zamkiem to narysuje żółtą flagę i zakończy się gra.	Write a game in which whenever the rabbit enters a square with a yellow lock, it will draw a yellow flag and the game will end.	Напишите игру, в которой, если кролик выйдет на поле с желтым замком, он нарисует желтый флаг, и игра закончится.
4f63e110-2eb5-4c8c-befb-05bf8b30dc93			Jeśli królik wejdzie w ścianę to gra się kończy.	If the rabbit walks into a wall, the game ends.	Если кролик входит в стену, игра окончена.
9c225b42-a0a3-4980-ab00-88c5ddbc4d16			Napisz grę w której połączysz wszystkie pokazane elementy. Zaprojektuj własną planszę.	Write a game in which you will join all the presented elements. Design your own grid.	Напишите игру, в которой вы будете комбинировать все показанные элементы. Создай свою собственную доску.
e31e9fc9-fe58-426c-8027-64f8da9ac631			Jeśli królik wejdzie na przeklęty zamek to gra się kończy.	If the rabbit walks onto a cursed lock, the game ends.	Если кролик входит в проклятый замок, игра заканчивается.
5411a971-6347-46f6-ac95-6f7a4ddd61c8			Popraw kod poprzedniej gry tak żeby królik narysował niebieską flagę i zakończył grę jeśli wejdzie na przeklęty zamek.	Fix the code of the previous game so that the rabbit will draw a blue flag and end the game if it walks onto a cursed lock.	Исправьте код предыдущей игры, чтобы кролик нарисовал синий флаг и завершил игру, если он войдет в проклятый замок.
564170d8-ed69-46b3-8993-3dcace183d01			W naszej grze wejście w ścianę i wejście na przeklęty zamek powoduje porażkę. Gra byłaby ciekawsza gdyby te zdarzenia powodowały inne efekty. W tym przykładzie, gdy królik wejdzie w ścianę zostanie przesunięty na początek planszy.	In our game, walking into a wall or onto a cursed lock mean failure. The game would be more interesting if these events caused other effects. In this example, when the rabbit walks into a wall, it will be moved back to the beginning of the grid.	В нашей игре вход в стену и вход в проклятый замок вызывает поражение. Игра была бы более интересной, если бы эти события вызывали другие эффекты. В этом примере, когда кролик входит в стену, он будет перемещен в начало доски.
